uuid,answer_UUID,question,chapter,topic,concept,answer,hint,keywords,conceptual_difficulty,comprehension_difficulty,calculation_difficulty,overall_difficulty
c8fac168-d3c3-49b6-bc6c-727a1ba1e0a6,ea615205-88be-4f58-a357-a00026e1ab1c,Suppose $x - \frac{1}{x} = 4$. Determine the value of $x^3 - \frac{1}{x^3}$.,Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Suppose $x - \\frac{1}{x} = 4$. Determine the value of $x^3 - \\frac{1}{x^3}$."", ""steps"": [{""explanation"": ""To find the value of $x^3 - \\frac{1}{x^3}$ given that $x - \\frac{1}{x} = 4$, we can use algebraic identities to express $x^3 - \\frac{1}{x^3}$ in terms of $x - \\frac{1}{x}$. We start by squaring both sides of the equation $x - \\frac{1}{x} = 4$."", ""mathematical_explanation"": ""\\(\\left(x - \\frac{1}{x}\\right)^2 = 4^2\\)""}, {""explanation"": ""Expanding the left side using the identity $(a-b)^2=a^2-2ab+b^2$, and simplifying the right side gives us an expression involving $x^2 + \\frac{1}{x^2}$."", ""mathematical_explanation"": ""\\(x^2 - 2 + \\frac{1}{x^2} = 16\\)""}, {""explanation"": ""Rearranging this equation allows us to solve for $x^2 + \\frac{1}{x^2}$."", ""mathematical_explanation"": ""\\(x^2 + \\frac{1}{x^2} = 18\\)""}, {""explanation"": ""Next, we aim to express $x^3 - \\frac{1}{x^3}$ using $x - \\frac{1}{x}$ and $x^2 + \\frac{1}{x^2}$. Using the identity for the difference of cubes adjusted for our scenario: $x^3 - \\frac{1}{x^3} = (x - \\frac{1}{x})(x^2 + \\frac{1}{x^2} + 1)$"", ""mathematical_explanation"": ""\\(x^3 - \\frac{1}{x^3} = \\left(x - \\frac{1}{x}\\right)\\left(x^2 + \\frac{1}{x^2} + 1\\right)\\)""}, {""explanation"": ""Substitute the known values into this formula to calculate $x^3 - \\frac{1}{x^3}$. Since $x - \\frac{1}{x} = 4$ and $x^2 + \\frac{1}{x^2} = 18$, substitute these into the equation."", ""mathematical_explanation"": ""\\(x^3 - \\frac{1}{x^3} = 4 \\times (18 + 1) = 4 \\times 19 = 76\\)""}], ""final_answer"": ""76"", ""answers"": [{""answers"": ""$76$"", ""isCorrect"": true}, {""answers"": ""$50$"", ""isCorrect"": false}, {""answers"": ""$64$"", ""isCorrect"": false}, {""answers"": ""$80$"", ""isCorrect"": false}], ""hint"": ""Use the identity \\((x - \\frac{1}{x})(x^2 + \\frac{1}{x^2} + 1)\\) after finding \\(x^2 + \\frac{1}{x^2}\\) from the squared form of \\(x - \\frac{1}{x} = 4\\)."", ""keywords"": [""algebra"", ""identity"", ""cube"", ""reciprocal"", ""expression""]}",,,70,10,20,42.5
1f2fc8ef-9f36-4c86-8dc6-6236068858fd,330f6d09-6324-4314-bb53-58a94d67e07e,"Given that $a^2 + b^2 = 29$ and $a + b = 7$, find the value of $ab$",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Given that $a^2 + b^2 = 29$ and $a + b = 7$, find the value of $ab$"", ""steps"": [{""explanation"": ""We need to find the value of ab given two equations: a squared plus b squared equals 29 and a plus b equals 7."", ""mathematical_explanation"": ""\\text{Given} \\; a^2 + b^2 = 29 \\; \\text{and} \\; a + b = 7, \\; \\text{we want to find} \\; ab.""}, {""explanation"": ""Start by squaring the second equation (a+b=7) which will help us relate it to the first equation involving a\u00b2 and b\u00b2."", ""mathematical_explanation"": ""(a + b)^2 = 7^2""}, {""explanation"": ""Expanding the left side gives us a\u00b2 + 2ab + b\u00b2 on one side and 49 on the other."", ""mathematical_explanation"": ""a^2 + 2ab + b^2 = 49""}, {""explanation"": ""Substitute the known value from the first equation into this expanded form. We know that a\u00b2 + b\u00b2 = 29."", ""mathematical_explanation"": ""29 + 2ab = 49""}, {""explanation"": ""Solve for ab by isolating it in the equation obtained above."", ""mathematical_explanation"": ""2ab = 49 - 29 \\\\ 2ab = 20 \\\\ ab = \\frac{20}{2} \\\\ ab = 10""}], ""final_answer"": ""10"", ""answers"": [{""answers"": ""10"", ""isCorrect"": true}, {""answers"": ""15"", ""isCorrect"": false}, {""answers"": ""20"", ""isCorrect"": false}, {""answers"": ""5"", ""isCorrect"": false}], ""hint"": ""Square the sum equation and then substitute the given sum of squares to solve for ab."", ""keywords"": [""equation"", ""solving"", ""algebra"", ""quadratic"", ""substitution""]}",,,55,10,10,32.5
44997b4e-34f2-4c42-b743-10b003c0101f,ee920034-1733-41dd-beb6-6e7552ab0d75,"Given that $r+s=11$ and $rs=28$, find the value of $\frac{1}{r} + \frac{1}{s}$.Using the identity $\frac{1}{r} + \frac{1}{s} = \frac{r+s}{rs}$, we get,$$\frac{1}{r} + \frac{1}{s} = \frac{11}{28}$$Solve for $\frac{1}{r} + \frac{1}{s}$.",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Given that $r+s=11$ and $rs=28$, find the value of $\\frac{1}{r} + \\frac{1}{s}$.\nUsing the identity $\\frac{1}{r} + \\frac{1}{s} = \\frac{r+s}{rs}$, we get,\n$$\\frac{1}{r} + \\frac{1}{s} = \\frac{11}{28}$$\nSolve for $\\frac{1}{r} + \\frac{1}{s}$."", ""steps"": [{""explanation"": ""We use the given equations to substitute into our target expression."", ""mathematical_explanation"": ""$\\text{Given: } r+s=11 \\text{ and } rs=28$. We want to find $\\frac{1}{r} + \\frac{1}{s}$. Using the identity $\\frac{1}{r} + \\frac{1}{s} = \\frac{r+s}{rs}$, we can directly substitute the values of $r+s$ and $rs$. Thus, $\\frac{1}{r} + \\frac{1}{s} = \\frac{11}{28}$.""}], ""final_answer"": ""\\frac{11}{28}"", ""answers"": [{""answers"": ""\\frac{11}{28}"", ""isCorrect"": true}, {""answers"": ""\\frac{28}{11}"", ""isCorrect"": false}, {""answers"": ""\\frac{5}{14}"", ""isCorrect"": false}, {""answers"": ""\\frac{14}{5}"", ""isCorrect"": false}], ""hint"": ""Use the identity $\\frac{1}{r} + \\frac{1}{s} = \\frac{r+s}{rs}$ and substitute the given values."", ""keywords"": [""substitution"", ""identity"", ""equation"", ""expression""]}",,,5,0,5,3.75
196fedb4-4e0c-486c-9f93-aa05f8615846,4801be08-0d98-4cba-9223-ed4f0bb38e5e,Simplify the expression $\left(a+b\right)^{3}-\left(a-b\right)^{3}$ and express it in the form of a polynomial.,Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Simplify the expression $\\left(a+b\\right)^{3}-\\left(a-b\\right)^{3}$ and express it in the form of a polynomial."", ""steps"": [{""explanation"": ""To simplify the given expression $(a + b)^3 - (a - b)^3$, we will use the binomial theorem to expand each cubic term."", ""mathematical_explanation"": ""\\[(a + b)^3 = a^3 + 3a^2b + 3ab^2 + b^3\\] \\[\\text{and} \\quad (a - b)^3 = a^3 - 3a^2b + 3ab^2 - b^3\\]""}, {""explanation"": ""Now that both terms have been expanded, we subtract the second expansion from the first one."", ""mathematical_explanation"": ""\\[(a + b)^3 - (a - b)^3 = (a^3 + 3a^2b + 3ab^2 + b^3) - (a^3 - 3a^2b + 3ab^2 - b^3)\\]""}, {""explanation"": ""Next, distribute the negative sign across the second set of parentheses and combine like terms."", ""mathematical_explanation"": ""\\[= a^3 + 3a^2b + 3ab^2 + b^3 - a^3 + 3a^2b - 3ab^2 + b^3\\]""}, {""explanation"": ""After simplifying by combining like terms, the final simplified form of the expression is obtained."", ""mathematical_explanation"": ""\\[= 6a^2b + 2b^3\\]""}], ""final_answer"": ""6a^2b + 2b^3"", ""answers"": [{""answers"": ""$6a^2b + 2b^3$"", ""isCorrect"": true}, {""answers"": ""$2a^3 + 6ab^2$"", ""isCorrect"": false}, {""answers"": ""$8a^3$"", ""isCorrect"": false}, {""answers"": ""$10a^2b$"", ""isCorrect"": false}], ""hint"": ""Expand each cubic term using the binomial theorem before performing subtraction."", ""keywords"": [""binomial theorem"", ""cubic expressions"", ""expansion"", ""simplification""]}",,,45,5,55,37.5
52b5fa70-467c-4a79-9bdf-ac386c8280c1,9b53e441-f526-4c7c-9499-864b6ae2ae29,Suppose $m + n = 8$ and $mn = 15$. Calculate the value of $m^2 - mn + n^2$.,Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Suppose $m + n = 8$ and $mn = 15$. Calculate the value of $m^2 - mn + n^2$."", ""steps"": [{""explanation"": ""To solve for $m^2 - mn + n^2$, we can start by using known identities or manipulating the given equations to express the target expression in terms of the provided information."", ""mathematical_explanation"": ""\\text{Given: } m+n=8 \\text{ and } mn=15. \\\\ \\text{We want to find } m^2 - mn + n^2.$""}, {""explanation"": ""Recall that $(m+n)^2 = m^2 + 2mn + n^2$. We can use this identity to our advantage because it involves both $m+n$ and $mn$, which we know from the problem statement."", ""mathematical_explanation"": ""(m+n)^2 = m^2 + 2mn + n^2.""}, {""explanation"": ""Substitute the values we know into the equation. Since $m+n=8$, then $(m+n)^2 = 64$. And since $mn=15$, substitute these values into the expanded form of $(m+n)^2$."", ""mathematical_explanation"": ""64 = m^2 + 2\\cdot15 + n^2 \\\\ 64 = m^2 + 30 + n^2""}, {""explanation"": ""Now rearrange the equation to isolate $m^2 + n^2$: subtract 30 from both sides to get $m^2 + n^2 = 34$. Our goal is $m^2 - mn + n^2$, so now we just need to subtract $mn$ (which equals 15) from $m^2 + n^2$."", ""mathematical_explanation"": ""m^2 + n^2 = 64 - 30 = 34\\\\ m^2 - mn + n^2 = 34 - 15""}, {""explanation"": ""Therefore, after performing the subtraction, we obtain the final answer."", ""mathematical_explanation"": ""m^2 - mn + n^2 = 19""}], ""final_answer"": ""19"", ""answers"": [{""answers"": ""$19$"", ""isCorrect"": true}, {""answers"": ""$16$"", ""isCorrect"": false}, {""answers"": ""$24$"", ""isCorrect"": false}, {""answers"": ""$34$"", ""isCorrect"": false}], ""hint"": ""Use the identity $(m+n)^2 = m^2 + 2mn + n^2$ and substitute the known values of $m+n$ and $mn$ to find $m^2 + n^2$, then adjust to find $m^2 - mn + n^2$."", ""keywords"": [""identity"", ""manipulation"", ""substitution"", ""rearrangement""]}",,,60,10,20,37.5
2472265a-120c-470e-bd2d-d309a1b704a5,957d6275-d240-4714-8f1b-46f27a417777,"If $p - q = 7$ and $pq = 12$, find the value of $p^2 + q^2$",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""If $p - q = 7$ and $pq = 12$, find the value of $p^2 + q^2$"", ""steps"": [{""explanation"": ""To solve for $p^2 + q^2$, we can use an algebraic identity that relates this expression to $(p-q)^2$. The identity is: $p^2 + q^2 = (p - q)^2 + 2pq$. We already know from the problem statement that $p - q = 7$ and $pq = 12$. Let's substitute these values into our formula."", ""mathematical_explanation"": ""$p^2 + q^2 = (p - q)^2 + 2pq \\\\ \\Rightarrow p^2 + q^2 = 7^2 + 2\\cdot12 \\\\ \\Rightarrow p^2 + q^2 = 49 + 24 \\\\ \\Rightarrow p^2 + q^2 = 73$""}], ""final_answer"": ""73"", ""answers"": [{""answers"": ""73"", ""isCorrect"": true}, {""answers"": ""50"", ""isCorrect"": false}, {""answers"": ""65"", ""isCorrect"": false}, {""answers"": ""82"", ""isCorrect"": false}], ""hint"": ""Use the identity $p^2 + q^2 = (p - q)^2 + 2pq$ and substitute the known values of $(p - q)$ and $pq$."", ""keywords"": [""identity"", ""substitution"", ""algebra""]}",,,60,10,5,33.75
8f75636d-f9fc-4a8f-a428-82c5e1707781,118fabe8-1b5d-4a4e-b3d2-e582a54f0c30,"Given the identity $a^3 + b^3 = (a+b)(a^2 - ab + b^2)$, find the value of $27x^3 + 8y^3$ if $3x + 2y = 10$ and $xy = 6$",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Given the identity $a^3 + b^3 = (a+b)(a^2 - ab + b^2)$, find the value of $27x^3 + 8y^3$ if $3x + 2y = 10$ and $xy = 6$"", ""steps"": [{""explanation"": ""We need to apply the given algebraic identity to the expression $27x^3 + 8y^3$. The identity states that for any two numbers $a$ and $b$, $a^3 + b^3 = (a+b)(a^2 - ab + b^2)$. Here, we can set $a=3x$ and $b=2y$, which gives us the form required in the problem."", ""mathematical_explanation"": ""$27x^3 + 8y^3 = (3x)^3 + (2y)^3 = (3x+2y)((3x)^2 - (3x)(2y) + (2y)^2)$""}, {""explanation"": ""Given that $3x + 2y = 10$, substitute this into the equation from the previous step. We now have $(3x+2y)((3x)^2 - (3x)(2y) + (2y)^2) = 10((3x)^2 - (3x)(2y) + (2y)^2)$"", ""mathematical_explanation"": ""$=(3x+2y)((9x^2) - (6xy) + (4y^2)) = 10(9x^2 - 6xy + 4y^2)$""}, {""explanation"": ""Next, simplify the expression inside the parentheses using the information provided: $xy = 6$. Therefore, we replace each instance of $xy$ with $6$. This simplification will help us evaluate the overall expression more easily."", ""mathematical_explanation"": ""$10(9x^2 - 6*6 + 4y^2) = 10(9x^2 - 36 + 4y^2)$""}, {""explanation"": ""To further simplify, we recognize that we do not actually know the individual values of $x$ and $y$, but we can still work directly with their products and sums. We already substituted $xy$ with $6$. Now, we aim to express everything in terms of known quantities or simplified forms."", ""mathematical_explanation"": ""Since $xy = 6$, we cannot simplify $9x^2 + 4y^2$ further without specific values for $x$ and $y$, but we note that our goal is to use the given sum $3x + 2y = 10$ effectively.""}, {""explanation"": ""To proceed, let's square the equation $3x + 2y = 10$ to find an expression involving $x^2$ and $y^2$. Squaring both sides gives us $(3x + 2y)^2 = 10^2$. Expanding the left side helps us connect it back to our current expression."", ""mathematical_explanation"": ""$(3x + 2y)^2 = (3x)^2 + 2*(3x)*(2y) + (2y)^2 = 9x^2 + 12xy + 4y^2 = 100$""}, {""explanation"": ""Substitute $12xy$ with its equivalent based on $xy = 6$: $12xy = 12 * 6 = 72$. Thus, we get $9x^2 + 72 + 4y^2 = 100$. Simplify this equation to isolate $9x^2 + 4y^2$."", ""mathematical_explanation"": ""$9x^2 + 72 + 4y^2 = 100 \\Rightarrow 9x^2 + 4y^2 = 100 - 72 = 28$""}, {""explanation"": ""Now, substitute $9x^2 + 4y^2 = 28$ back into the earlier expression: $10(9x^2 - 36 + 4y^2) = 10(28 - 36) = 10(-8) = -80$. Hence, the value of $27x^3 + 8y^3$ is $-80$."", ""mathematical_explanation"": ""$10(28 - 36) = 10*(-8) = -80$""}], ""final_answer"": ""-80"", ""answers"": [{""answers"": ""-80"", ""isCorrect"": true}, {""answers"": ""80"", ""isCorrect"": false}, {""answers"": ""-28"", ""isCorrect"": false}, {""answers"": ""28"", ""isCorrect"": false}], ""hint"": ""Use the identity $a^3 + b^3 = (a+b)(a^2 - ab + b^2)$ with $a=3x$ and $b=2y$, then substitute the given values $3x + 2y = 10$ and $xy = 6$."", ""keywords"": [""identity"", ""substitution"", ""simplification"", ""expansion"", ""evaluation""]}",,,65,10,45,46.25
8422cc60-a01a-4f7f-832e-f57e40765c0c,582b9ac5-0f8c-4db5-87cd-dd1fc706b1ae,"If $x - \frac{1}{x} = 3$, then $x^2 + \frac{1}{x^2} =$",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""If $x - \\frac{1}{x} = 3$, then $x^2 + \\frac{1}{x^2} =$"", ""steps"": [{""explanation"": ""To find the value of $x^2 + \\frac{1}{x^2}$ given that $x - \\frac{1}{x} = 3$, we can use algebraic manipulation."", ""mathematical_explanation"": ""$\\text{Given: } x - \\frac{1}{x} = 3$\\\\\nSquare both sides to get rid of the fraction and simplify:\\\\\n$\\left(x - \\frac{1}{x}\\right)^2 = 3^2$""}, {""explanation"": ""Expanding the left side using the formula $(a-b)^2=a^2-2ab+b^2$ will help us reach closer to our desired expression."", ""mathematical_explanation"": ""$x^2 - 2\\left(x\\right)\\left(\\frac{1}{x}\\right) + \\frac{1}{x^2} = 9$\\\\\n$x^2 - 2 + \\frac{1}{x^2} = 9$""}, {""explanation"": ""Now, isolate $x^2 + \\frac{1}{x^2}$ on one side of the equation."", ""mathematical_explanation"": ""$x^2 + \\frac{1}{x^2} = 9 + 2$""}, {""explanation"": ""Finally, add up the constants to find the solution."", ""mathematical_explanation"": ""$x^2 + \\frac{1}{x^2} = 11$""}], ""final_answer"": ""11"", ""answers"": [{""answers"": ""$11$"", ""isCorrect"": true}, {""answers"": ""$7$"", ""isCorrect"": false}, {""answers"": ""$9$"", ""isCorrect"": false}, {""answers"": ""$13$"", ""isCorrect"": false}], ""hint"": ""Square the given equation and then rearrange it to isolate the expression you need."", ""keywords"": [""algebra"", ""equation solving"", ""manipulation"", ""square terms""]}",,,55,5,20,33.75
20cbc3ff-85f9-408c-8e16-7c3788ea92e7,7adc08b7-f056-46fc-ab49-a04e7e1c1d5c,"If $x + y = 5$ and $xy = 6$, determine the value of $x^3 + y^3$.",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""If $x + y = 5$ and $xy = 6$, determine the value of $x^3 + y^3$."", ""steps"": [{""explanation"": ""To find the value of $x^3 + y^3$, we can use the identity that relates the sum of cubes to the sum and product of two numbers."", ""mathematical_explanation"": ""\\[x^3 + y^3 = (x+y)(x^2 - xy + y^2)\\]""}, {""explanation"": ""We already know from the problem statement that $x + y = 5$ and $xy = 6$. We need to calculate $x^2 - xy + y^2$. This expression can be rewritten using $(x + y)^2$ and $xy$."", ""mathematical_explanation"": ""\\[(x + y)^2 = x^2 + 2xy + y^2 \\Rightarrow x^2 + y^2 = (x + y)^2 - 2xy\\]""}, {""explanation"": ""Substitute the known values into the equation for $x^2 + y^2$: $(x + y)^2 - 2xy = 5^2 - 2(6)$"", ""mathematical_explanation"": ""\\[x^2 + y^2 = 5^2 - 2 \\cdot 6 = 25 - 12 = 13\\]""}, {""explanation"": ""Now we substitute back into our original formula for $x^3 + y^3$ knowing that $x^2 + y^2 = 13$ and $xy = 6$"", ""mathematical_explanation"": ""\\[x^3 + y^3 = (x+y)((x^2 + y^2) - xy) = 5(13 - 6) = 5 \\cdot 7 = 35\\]""}], ""final_answer"": ""35"", ""answers"": [{""answers"": ""$35$"", ""isCorrect"": true}, {""answers"": ""$20$"", ""isCorrect"": false}, {""answers"": ""$40$"", ""isCorrect"": false}, {""answers"": ""$25$"", ""isCorrect"": false}], ""hint"": ""Use the identity $x^3 + y^3 = (x+y)(x^2 - xy + y^2)$ and express $x^2 - xy + y^2$ in terms of $(x+y)^2$ and $xy$."", ""keywords"": [""identity"", ""sum of cubes"", ""sum and product of two numbers"", ""substitution""]}",,,70,10,15,41.25
ebc53347-a3ba-4b08-8732-3516f71fe16e,03cf8aca-89c9-4414-9107-3440f7b0f9b6,Expand and simplify the expression $\left(2x+3\right)^{2}-\left(2x-3\right)^{2}$.,Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Expand and simplify the expression $\\left(2x+3\\right)^{2}-\\left(2x-3\\right)^{2}$."", ""steps"": [{""explanation"": ""To expand and simplify the given expression, we first apply the formula for squaring a binomial to each term separately."", ""mathematical_explanation"": ""\\((2x + 3)^2 = (2x)^2 + 2\\cdot(2x)\\cdot3 + 3^2 = 4x^2 + 12x + 9\\) and \\((2x - 3)^2 = (2x)^2 - 2\\cdot(2x)\\cdot3 + 3^2 = 4x^2 - 12x + 9\\).""}, {""explanation"": ""Substitute these expansions back into the original expression and then subtract the second expanded form from the first."", ""mathematical_explanation"": ""\\((2x + 3)^2 - (2x - 3)^2 = (4x^2 + 12x + 9) - (4x^2 - 12x + 9)\\)""}, {""explanation"": ""Simplify the resulting expression by combining like terms."", ""mathematical_explanation"": ""= 4x^2 + 12x + 9 - 4x^2 + 12x - 9 = 24x.""}], ""final_answer"": ""24x"", ""answers"": [{""answers"": ""$24x$"", ""isCorrect"": true}, {""answers"": ""$8x^2 + 6$"", ""isCorrect"": false}, {""answers"": ""$4x^2 + 12x$"", ""isCorrect"": false}, {""answers"": ""$16x^2$"", ""isCorrect"": false}], ""hint"": ""Expand both squared binomials using the appropriate formulas before proceeding with subtraction."", ""keywords"": [""expansion"", ""simplification"", ""binomial formula"", ""like terms"", ""subtraction""]}",,,30,5,25,22.5
150a1cb4-ea43-464c-a187-9b0122a5ea02,e55f3579-d7a5-47c3-8fba-3a714acab119,Suppose $m + n + o = 15$ and $mn + no + om = 30$. Calculate the value of $m^2 + n^2 + o^2$,Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Suppose $m + n + o = 15$ and $mn + no + om = 30$. Calculate the value of $m^2 + n^2 + o^2$"", ""steps"": [{""explanation"": ""To find the value of $m^2 + n^2 + o^2$, we can use an algebraic identity that relates these variables to the given sums."", ""mathematical_explanation"": ""\\[ m^2 + n^2 + o^2 = (m+n+o)^2 - 2(mn + no + om) \\]""}, {""explanation"": ""Substitute the known values into this equation: $m + n + o = 15$ and $mn + no + om = 30$. We will calculate each part separately."", ""mathematical_explanation"": ""\\[ (m+n+o)^2 = 15^2 = 225 \\\\ 2(mn + no + om) = 2\\times30 = 60 \\]""}, {""explanation"": ""Now subtract the second result from the first to get the desired expression's value."", ""mathematical_explanation"": ""\\[ m^2 + n^2 + o^2 = 225 - 60 = 165 \\]""}], ""final_answer"": ""165"", ""answers"": [{""answers"": ""$165$"", ""isCorrect"": true}, {""answers"": ""$75$"", ""isCorrect"": false}, {""answers"": ""$225$"", ""isCorrect"": false}, {""answers"": ""$90$"", ""isCorrect"": false}], ""hint"": ""Use the identity \\(m^2 + n^2 + o^2 = (m+n+o)^2 - 2(mn + no + om)\\) with the given sums."", ""keywords"": [""algebra"", ""identity"", ""sums"", ""substitution""]}",,,65,5,15,37.5
47af8b81-2426-49cd-aecc-d1d3ce65c8fa,336269f1-6ab5-42c0-8657-319db5a165d7,"If $a^2 + b^2 + c^2 = 25$ and $ab + bc + ca = 10$, then $(a+b+c)^2 =$",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""If $a^2 + b^2 + c^2 = 25$ and $ab + bc + ca = 10$, then $(a+b+c)^2 =$"", ""steps"": [{""explanation"": ""We need to find the value of \\\\( (a+b+c)^2 \\\\). We can use algebraic identities to solve this problem."", ""mathematical_explanation"": ""$$(a+b+c)^2 = a^2 + b^2 + c^2 + 2(ab + bc + ca)$$""}, {""explanation"": ""From the given equations, we know that \\\\( a^2 + b^2 + c^2 = 25 \\\\) and \\\\( ab + bc + ca = 10 \\\\)."", ""mathematical_explanation"": ""\\begin{align*} a^2 + b^2 + c^2 &= 25 \\\\ ab + bc + ca &= 10 \\end{align*}""}, {""explanation"": ""Substituting these values into our identity for \\\\( (a+b+c)^2 \\\\), we get:"", ""mathematical_explanation"": ""$$ (a+b+c)^2 = 25 + 2(10) $$""}, {""explanation"": ""Simplifying the expression gives us the final answer."", ""mathematical_explanation"": ""$$ (a+b+c)^2 = 25 + 20 = 45 $$""}], ""final_answer"": ""45"", ""answers"": [{""answers"": ""45"", ""isCorrect"": true}, {""answers"": ""25"", ""isCorrect"": false}, {""answers"": ""65"", ""isCorrect"": false}, {""answers"": ""35"", ""isCorrect"": false}], ""hint"": ""Use the identity \\\\( (a+b+c)^2 = a^2 + b^2 + c^2 + 2(ab + bc + ca) \\\\) and substitute the known values."", ""keywords"": [""algebra"", ""identity"", ""square"", ""sum"", ""substitution""]}",,,40,10,5,23.75
3278c6b0-fa83-4e57-a365-eadc648eb9bd,0e96ed41-1901-476a-926e-2a0a37a59514,"Given that $p - q = 5$ and $pq = 6$, determine the value of $p^2 - q^2$.",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Given that $p - q = 5$ and $pq = 6$, determine the value of $p^2 - q^2$."", ""steps"": [{""explanation"": ""To find the value of $p^2 - q^2$, we can use an algebraic identity which simplifies our task."", ""mathematical_explanation"": ""$p^2 - q^2 = (p + q)(p - q)$""}, {""explanation"": ""We know from the problem statement that $p - q = 5$. We need to find the value of $(p+q)$. However, directly finding $(p+q)$ isn't necessary if we look at another approach or recall another identity involving $p$ and $q$. Instead, let's proceed with what we have."", ""mathematical_explanation"": ""Given: $p - q = 5$""}, {""explanation"": ""Since we already know $p-q=5$, we substitute this into our identity for $p^2 - q^2$. Now, we must find a way to express everything in terms of known values without solving explicitly for $p$ and $q$. Notably, there is no direct requirement to solve for $p+q$ using the given information alone for this specific calculation."", ""mathematical_explanation"": ""$p^2 - q^2 = (p + q)(p - q) \\Rightarrow p^2 - q^2 = (p + q)\\cdot5$""}, {""explanation"": ""However, recalling that $p^2 - q^2$ also equals $(p-q)^2 + 2pq$ when expanded differently might not be straightforward here as it involves additional steps. The simplest path uses the initial substitution. But since we're looking purely at the multiplication form and knowing one factor is $5$, we recognize we actually only needed $p-q$'s value directly from the problem."", ""mathematical_explanation"": ""But focusing on provided info: Since $p-q=5$ and substituting back into our identity yields a simpler expression.""}, {""explanation"": ""Therefore, instead of seeking $p+q$ explicitly, we apply the given $p-q$ value directly into the formula, recognizing that $pq=6$ was extraneous for calculating $p^2 - q^2$ based on the chosen method but could've been used in other approaches like solving quadratic equations for $p,q$. Here, we focus on the most direct path."", ""mathematical_explanation"": ""Thus, $p^2 - q^2 = (p - q)(p + q) = 5(p + q)$ but crucially, we just need to multiply by 5 since $(p+q)$'s exact value wasn't required, leading us to see $p^2 - q^2 = 5(p - q) = 5*5$.""}, {""explanation"": ""Hence, multiplying the known difference ($p-q=5$) by itself as effectively represented through the identity gives us the final answer."", ""mathematical_explanation"": ""So, $p^2 - q^2 = 5 \\times 5 = 25$.""}], ""final_answer"": ""25"", ""answers"": [{""answers"": ""25"", ""isCorrect"": true}, {""answers"": ""10"", ""isCorrect"": false}, {""answers"": ""30"", ""isCorrect"": false}, {""answers"": ""15"", ""isCorrect"": false}], ""hint"": ""Use the identity $p^2 - q^2 = (p + q)(p - q)$ and substitute the known value of $p - q = 5$."", ""keywords"": [""identity"", ""difference_of_squares"", ""substitution""]}",,,70,10,30,45.0
f6cede52-b9f1-4906-814d-de9b1bb540ff,7dc00583-4e65-4cd5-88fe-2b20e5fd6b41,Expand the expression $(x + y + z)^2$.,Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Expand the expression $(x + y + z)^2$."", ""steps"": [{""explanation"": ""To expand the square of a trinomial such as \u201c(x + y + z)\u201d, we use the formula for squaring a binomial but extend it to three terms."", ""mathematical_explanation"": ""\\((x+y+z)^2 = x^2 + y^2 + z^2 + 2xy + 2yz + 2zx\\)""}, {""explanation"": ""Firstly, each term in the parentheses is squared individually, leading to \\(x^2\\), \\(y^2\\), and \\(z^2\\)."", ""mathematical_explanation"": ""\\(= x^2 + y^2 + z^2 + \\ldots\\)""}, {""explanation"": ""Next, every pair of distinct terms is multiplied together and then doubled: \\(2xy\\) from \\(x\\) and \\(y\\), \\(2yz\\) from \\(y\\) and \\(z\\), and \\(2zx\\) from \\(z\\) and \\(x\\)."", ""mathematical_explanation"": ""\\(+ 2xy + 2yz + 2zx\\)""}], ""final_answer"": ""(x+y+z)^2 = x^2 + y^2 + z^2 + 2xy + 2yz + 2zx"", ""answers"": [{""answers"": ""$x^2 + y^2 + z^2 + 2xy + 2yz + 2zx$"", ""isCorrect"": true}, {""answers"": ""$x^2 + y^2 + z^2$"", ""isCorrect"": false}, {""answers"": ""$x^2 + y^2 + z^2 + xy + yz + zx$"", ""isCorrect"": false}, {""answers"": ""$x^2 + y^2 + z^2 + 2xy + 2yz$"", ""isCorrect"": false}], ""hint"": ""Remember to square each individual term and then add twice the product of each unique pair of terms."", ""keywords"": [""trinomial"", ""square"", ""formula"", ""terms"", ""binomial"", ""expanded""]}",,,35,5,15,22.5
